,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserVersion,device.browserSize,device.operatingSystem,device.operatingSystemVersion,device.isMobile,device.mobileDeviceBranding,device.mobileDeviceModel,device.mobileInputSelector,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.flashVersion,device.language,device.screenColors,device.screenResolution,device.deviceCategory,geoNetwork.continent,geoNetwork.subContinent,geoNetwork.country,geoNetwork.region,geoNetwork.metro,geoNetwork.city,geoNetwork.cityId,geoNetwork.networkDomain,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.networkLocation,totals.visits,totals.hits,totals.pageviews,totals.newVisits,totals.bounces,totals.transactionRevenue,trafficSource.campaign,trafficSource.source,trafficSource.medium,trafficSource.keyword,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.referralPath,trafficSource.isTrueDirect,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adContent
820,Direct,20170527,285085156981249969,285085156981249969_1495897804,Not Socially Engaged,1495897804,2,1495897804,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
821,Organic Search,20170628,5866810008679120411,5866810008679120411_1498679179,Not Socially Engaged,1498679179,1,1498679179,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Northern Europe,Denmark,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
822,Affiliates,20160925,3192829396992232753,3192829396992232753_1474828543,Not Socially Engaged,1474828543,1,1474828543,YaBrowser,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Eastern Europe,Russia,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,san.ru,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,5,4,1,,,Data Share Promo,Partners,affiliate,,not available in demo dataset,,,,,,,,
823,Organic Search,20160925,4264465102057789374,4264465102057789374_1474824874,Not Socially Engaged,1474824874,1,1474824874,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,South America,Peru,Lima Region,(not set),La Victoria,not available in demo dataset,uni.edu.pe,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
824,Direct,20160925,2308279624235708729,2308279624235708729_1474855681,Not Socially Engaged,1474855681,1,1474855681,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,United States,(not set),(not set),(not set),not available in demo dataset,google.com,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
825,Organic Search,20161004,0830148958382061948,0830148958382061948_1475590473,Not Socially Engaged,1475590473,3,1475590473,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Northern Europe,United Kingdom,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,enta.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,,,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
826,Social,20161004,10735294323023524,10735294323023524_1475596884,Not Socially Engaged,1475596884,1,1475596884,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Eastern Asia,South Korea,Seoul,(not set),Seoul,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/ko/,,,,,,,
827,Social,20161004,4839969672600931204,4839969672600931204_1475587146,Not Socially Engaged,1475587146,1,1475587146,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/,,,,,,,
828,Social,20161004,5948962583805193184,5948962583805193184_1475629790,Not Socially Engaged,1475629790,1,1475629790,Opera,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,Virginia,Washington DC (Hagerstown MD),Ashburn,not available in demo dataset,amazonaws.com,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,3,3,1,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/,,,,,,,
829,Social,20161004,8867330296028957836,8867330296028957836_1475604946,Not Socially Engaged,1475604946,1,1475604946,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Western Asia,Turkey,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,superonline.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,4,4,1,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/tr/,,,,,,,
830,Organic Search,20170517,2137690256905176455,2137690256905176455_1495071841,Not Socially Engaged,1495071841,1,1495071841,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Eastern Asia,South Korea,Seoul,(not set),Seoul,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,7,7,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
831,Organic Search,20170517,4672885873731871561,4672885873731871561_1495032883,Not Socially Engaged,1495032883,3,1495032883,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,New York,New York NY,New York,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,1,,1,,(not set),google,organic,,not available in demo dataset,,,,,,,,
832,Organic Search,20161023,1776208883064739758,1776208883064739758_1477260700,Not Socially Engaged,1477260700,2,1477260700,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,,1,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
833,Social,20161023,3877744511463478682,3877744511463478682_1477290026,Not Socially Engaged,1477290026,1,1477290026,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,South America,Brazil,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,cabotelecom.com.br,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/pt-BR/,,,,,,,
834,Social,20161023,3851962273628339219,3851962273628339219_1477208617,Not Socially Engaged,1477208617,1,1477208617,Internet Explorer,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Northern Europe,Sweden,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,su.se,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,7,7,1,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/sv/,,,,,,,
835,Direct,20170725,0143244885848600666,0143244885848600666_1501014115,Not Socially Engaged,1501014115,1,1501014115,Opera Mini,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Africa,Western Africa,Nigeria,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,etisalat.com.ng,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,4,4,1,,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
836,Organic Search,20170725,21318826299986261,21318826299986261_1500968720,Not Socially Engaged,1500968720,1,1500968720,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
837,Organic Search,20160828,453659963824869966,453659963824869966_1472405333,Not Socially Engaged,1472405333,1,1472405333,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,13,10,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
838,Social,20160828,5455096987549469277,5455096987549469277_1472435904,Not Socially Engaged,1472435904,2,1472435904,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Western Europe,Germany,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/,,,,,,,
839,Organic Search,20170407,3001959094588632462,3001959094588632462_1491556127,Not Socially Engaged,1491556127,1,1491556127,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Southern Asia,Sri Lanka,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,6,4,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
840,Organic Search,20170407,3814269407518965422,3814269407518965422_1491567437,Not Socially Engaged,1491567437,4,1491567437,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,embarqhsd.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,17,13,,,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
841,Organic Search,20170715,158403463156314907,158403463156314907_1500147336,Not Socially Engaged,1500147336,1,1500147336,Chrome,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Asia,Southeast Asia,Singapore,(not set),(not set),(not set),not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
842,Organic Search,20160920,7375310927754899357,7375310927754899357_1474421900,Not Socially Engaged,1474421900,1,1474421900,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,cgocable.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,9,8,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
843,Social,20160920,0891096519471834331,0891096519471834331_1474386169,Not Socially Engaged,1474386169,1,1474386169,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Western Europe,Netherlands,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,ziggo.nl,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/index.html,,,,,,,
844,Social,20160920,6090123862205782995,6090123862205782995_1474402803,Not Socially Engaged,1474402803,1,1474402803,Opera,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Western Europe,Germany,Hesse,(not set),Frankfurt,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,4,4,1,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/,,,,,,,
845,Social,20160920,4988717068090891698,4988717068090891698_1474370901,Not Socially Engaged,1474370901,1,1474370901,Opera Mini,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Africa,Eastern Africa,Kenya,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,opera-mini.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/pt-BR/,,,,,,,
846,Direct,20161231,2692727603812614715,2692727603812614715_1483192029,Not Socially Engaged,1483192029,1,1483192029,Opera Mini,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Africa,Eastern Africa,Rwanda,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
847,Direct,20170629,4231764527553631836,4231764527553631836_1498795474,Not Socially Engaged,1498795474,1,1498795474,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Central America,Mexico,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,megared.net.mx,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
848,Social,20170629,4822515403710646081,4822515403710646081_1498742958,Not Socially Engaged,1498742958,1,1498742958,Edge,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,Washington,Seattle-Tacoma WA,Redmond,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/,,,,,,,
849,Organic Search,20160818,6151305238060407457,6151305238060407457_1471507850,Not Socially Engaged,1471507850,1,1471507850,Edge,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Eastern Asia,Hong Kong,(not set),(not set),Hong Kong,not available in demo dataset,netvigator.com,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
850,Social,20160818,8248803660865802684,8248803660865802684_1471520593,Not Socially Engaged,1471520593,1,1471520593,Chrome,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Western Europe,Germany,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,kabel-badenwuerttemberg.de,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,4,4,1,,,(not set),reddit.com,referral,,not available in demo dataset,/r/golang/comments/2u2n8q/gopher_soft_toy/,,,,,,,
851,Social,20160818,7865389383166396135,7865389383166396135_1471589915,Not Socially Engaged,1471589915,1,1471589915,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Western Asia,Turkey,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,ttnet.com.tr,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/tr/,,,,,,,
852,Social,20170520,1240949889186016611,1240949889186016611_1495340943,Not Socially Engaged,1495340943,1,1495340943,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Asia,Southern Asia,India,Telangana,(not set),Hyderabad,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/mobile,,,,,,,
853,Organic Search,20170520,8892060369937414262,8892060369937414262_1495303276,Not Socially Engaged,1495303276,1,1495303276,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Asia,Southern Asia,India,Delhi,(not set),(not set),not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
854,Organic Search,20170520,9671241814723771911,9671241814723771911_1495299936,Not Socially Engaged,1495299936,1,1495299936,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Francisco,not available in demo dataset,spcsdns.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
855,Direct,20170520,2537389180184388153,2537389180184388153_1495296576,Not Socially Engaged,1495296576,1,1495296576,Safari (in-app),not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
856,Organic Search,20170204,8062113006578827336,8062113006578827336_1486230349,Not Socially Engaged,1486230349,1,1486230349,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
857,Social,20160918,1208266906476467669,1208266906476467669_1474183884,Not Socially Engaged,1474183884,1,1474183884,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Southern Asia,Pakistan,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/,,,,,,,
858,Direct,20170212,0460952574217850456,0460952574217850456_1486904684,Not Socially Engaged,1486904684,1,1486904684,Firefox,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Africa,Northern Africa,Egypt,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tedata.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
859,Organic Search,20170326,8387685603275452016,8387685603275452016_1490590453,Not Socially Engaged,1490590453,2,1490590453,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Asia,Southern Asia,India,Chandigarh,(not set),Chandigarh,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,,1,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
860,Organic Search,20170326,7046970246337574426,7046970246337574426_1490571449,Not Socially Engaged,1490571449,1,1490571449,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Europe,Western Europe,Germany,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
861,Organic Search,20170326,8129547677164425386,8129547677164425386_1490569985,Not Socially Engaged,1490569985,1,1490569985,Edge,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,8,8,1,,,(not set),bing,organic,(not provided),not available in demo dataset,,,,,,,,
862,Organic Search,20160908,1081044663830265584,1081044663830265584_1473330223,Not Socially Engaged,1473330223,3,1473330223,Chrome,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,Americas,Northern America,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,telus.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,5,3,,,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
863,Social,20160908,6390685598333683488,6390685598333683488_1473375123,Not Socially Engaged,1473375123,1,1473375123,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Western Asia,United Arab Emirates,Dubai,(not set),Dubai,not available in demo dataset,alshamil.net.ae,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/,,,,,,,
